,timestamp,date_time,time_diff,date,time,month
272,2025-03-15 15:32,2025-03-15 15:32:00,0 days 00:02:00,2025-03-15,15:32:00,3
273,2025-03-15 15:35,2025-03-15 15:35:00,0 days 00:03:00,2025-03-15,15:35:00,3
274,2025-03-15 15:37,2025-03-15 15:37:00,0 days 00:02:00,2025-03-15,15:37:00,3
275,2025-03-15 15:40,2025-03-15 15:40:00,0 days 00:03:00,2025-03-15,15:40:00,3
276,2025-03-15 15:44,2025-03-15 15:44:00,0 days 00:04:00,2025-03-15,15:44:00,3
277,2025-03-15 15:47,2025-03-15 15:47:00,0 days 00:03:00,2025-03-15,15:47:00,3
278,2025-03-15 15:49,2025-03-15 15:49:00,0 days 00:02:00,2025-03-15,15:49:00,3
279,2025-03-15 15:52,2025-03-15 15:52:00,0 days 00:03:00,2025-03-15,15:52:00,3
280,2025-03-15 15:55,2025-03-15 15:55:00,0 days 00:03:00,2025-03-15,15:55:00,3
281,2025-03-15 15:58,2025-03-15 15:58:00,0 days 00:03:00,2025-03-15,15:58:00,3
282,2025-03-15 16:02,2025-03-15 16:02:00,0 days 00:04:00,2025-03-15,16:02:00,3
283,2025-03-15 16:02,2025-03-15 16:02:00,0 days 00:00:00,2025-03-15,16:02:00,3
284,2025-03-15 16:06,2025-03-15 16:06:00,0 days 00:04:00,2025-03-15,16:06:00,3
285,2025-03-15 16:11,2025-03-15 16:11:00,0 days 00:05:00,2025-03-15,16:11:00,3
286,2025-03-15 16:13,2025-03-15 16:13:00,0 days 00:02:00,2025-03-15,16:13:00,3
287,2025-03-15 16:16,2025-03-15 16:16:00,0 days 00:03:00,2025-03-15,16:16:00,3
288,2025-03-15 16:19,2025-03-15 16:19:00,0 days 00:03:00,2025-03-15,16:19:00,3
289,2025-03-15 16:22,2025-03-15 16:22:00,0 days 00:03:00,2025-03-15,16:22:00,3
290,2025-03-15 16:27,2025-03-15 16:27:00,0 days 00:05:00,2025-03-15,16:27:00,3
291,2025-03-15 16:29,2025-03-15 16:29:00,0 days 00:02:00,2025-03-15,16:29:00,3
292,2025-03-15 16:31,2025-03-15 16:31:00,0 days 00:02:00,2025-03-15,16:31:00,3
293,2025-03-15 16:34,2025-03-15 16:34:00,0 days 00:03:00,2025-03-15,16:34:00,3
294,2025-03-15 16:37,2025-03-15 16:37:00,0 days 00:03:00,2025-03-15,16:37:00,3
295,2025-03-15 16:38,2025-03-15 16:38:00,0 days 00:01:00,2025-03-15,16:38:00,3
296,2025-03-15 16:39,2025-03-15 16:39:00,0 days 00:01:00,2025-03-15,16:39:00,3
297,2025-03-15 16:43,2025-03-15 16:43:00,0 days 00:04:00,2025-03-15,16:43:00,3
298,2025-03-15 16:46,2025-03-15 16:46:00,0 days 00:03:00,2025-03-15,16:46:00,3
299,2025-03-15 16:48,2025-03-15 16:48:00,0 days 00:02:00,2025-03-15,16:48:00,3
300,2025-03-15 16:51,2025-03-15 16:51:00,0 days 00:03:00,2025-03-15,16:51:00,3
301,2025-03-15 16:55,2025-03-15 16:55:00,0 days 00:04:00,2025-03-15,16:55:00,3
302,2025-03-15 16:58,2025-03-15 16:58:00,0 days 00:03:00,2025-03-15,16:58:00,3
303,2025-03-15 17:01,2025-03-15 17:01:00,0 days 00:03:00,2025-03-15,17:01:00,3
304,2025-03-15 17:04,2025-03-15 17:04:00,0 days 00:03:00,2025-03-15,17:04:00,3
305,2025-03-15 17:06,2025-03-15 17:06:00,0 days 00:02:00,2025-03-15,17:06:00,3
306,2025-03-15 17:10,2025-03-15 17:10:00,0 days 00:04:00,2025-03-15,17:10:00,3
307,2025-03-15 17:13,2025-03-15 17:13:00,0 days 00:03:00,2025-03-15,17:13:00,3
308,2025-03-15 17:17,2025-03-15 17:17:00,0 days 00:04:00,2025-03-15,17:17:00,3
309,2025-03-15 17:20,2025-03-15 17:20:00,0 days 00:03:00,2025-03-15,17:20:00,3
310,2025-03-15 17:24,2025-03-15 17:24:00,0 days 00:04:00,2025-03-15,17:24:00,3
311,2025-03-15 17:26,2025-03-15 17:26:00,0 days 00:02:00,2025-03-15,17:26:00,3
312,2025-03-15 17:29,2025-03-15 17:29:00,0 days 00:03:00,2025-03-15,17:29:00,3
313,2025-03-15 17:30,2025-03-15 17:30:00,0 days 00:01:00,2025-03-15,17:30:00,3
314,2025-03-15 17:34,2025-03-15 17:34:00,0 days 00:04:00,2025-03-15,17:34:00,3
315,2025-03-15 17:37,2025-03-15 17:37:00,0 days 00:03:00,2025-03-15,17:37:00,3
316,2025-03-15 17:41,2025-03-15 17:41:00,0 days 00:04:00,2025-03-15,17:41:00,3
317,2025-03-15 17:42,2025-03-15 17:42:00,0 days 00:01:00,2025-03-15,17:42:00,3
318,2025-03-15 17:45,2025-03-15 17:45:00,0 days 00:03:00,2025-03-15,17:45:00,3
319,2025-03-15 17:47,2025-03-15 17:47:00,0 days 00:02:00,2025-03-15,17:47:00,3
320,2025-03-15 17:50,2025-03-15 17:50:00,0 days 00:03:00,2025-03-15,17:50:00,3
321,2025-03-15 18:06,2025-03-15 18:06:00,0 days 00:16:00,2025-03-15,18:06:00,3
322,2025-03-15 18:09,2025-03-15 18:09:00,0 days 00:03:00,2025-03-15,18:09:00,3
323,2025-03-15 18:12,2025-03-15 18:12:00,0 days 00:03:00,2025-03-15,18:12:00,3
324,2025-03-15 18:14,2025-03-15 18:14:00,0 days 00:02:00,2025-03-15,18:14:00,3
325,2025-03-15 18:16,2025-03-15 18:16:00,0 days 00:02:00,2025-03-15,18:16:00,3
326,2025-03-15 18:21,2025-03-15 18:21:00,0 days 00:05:00,2025-03-15,18:21:00,3
327,2025-03-15 18:23,2025-03-15 18:23:00,0 days 00:02:00,2025-03-15,18:23:00,3
328,2025-03-15 18:26,2025-03-15 18:26:00,0 days 00:03:00,2025-03-15,18:26:00,3
329,2025-03-15 18:30,2025-03-15 18:30:00,0 days 00:04:00,2025-03-15,18:30:00,3
330,2025-03-15 18:32,2025-03-15 18:32:00,0 days 00:02:00,2025-03-15,18:32:00,3
331,2025-03-15 18:33,2025-03-15 18:33:00,0 days 00:01:00,2025-03-15,18:33:00,3
332,2025-03-15 18:36,2025-03-15 18:36:00,0 days 00:03:00,2025-03-15,18:36:00,3
333,2025-03-15 18:40,2025-03-15 18:40:00,0 days 00:04:00,2025-03-15,18:40:00,3
338,2025-03-15 18:41,2025-03-15 18:41:00,0 days 00:01:00,2025-03-15,18:41:00,3
337,2025-03-15 18:41,2025-03-15 18:41:00,0 days 00:00:00,2025-03-15,18:41:00,3
336,2025-03-15 18:41,2025-03-15 18:41:00,0 days 00:00:00,2025-03-15,18:41:00,3
335,2025-03-15 18:41,2025-03-15 18:41:00,0 days 00:00:00,2025-03-15,18:41:00,3
334,2025-03-15 18:41,2025-03-15 18:41:00,0 days 00:00:00,2025-03-15,18:41:00,3
339,2025-03-15 18:42,2025-03-15 18:42:00,0 days 00:01:00,2025-03-15,18:42:00,3
340,2025-03-15 18:42,2025-03-15 18:42:00,0 days 00:00:00,2025-03-15,18:42:00,3
341,2025-03-15 18:45,2025-03-15 18:45:00,0 days 00:03:00,2025-03-15,18:45:00,3
342,2025-03-15 18:48,2025-03-15 18:48:00,0 days 00:03:00,2025-03-15,18:48:00,3
343,2025-03-15 18:51,2025-03-15 18:51:00,0 days 00:03:00,2025-03-15,18:51:00,3
344,2025-03-15 18:52,2025-03-15 18:52:00,0 days 00:01:00,2025-03-15,18:52:00,3
345,2025-03-15 18:57,2025-03-15 18:57:00,0 days 00:05:00,2025-03-15,18:57:00,3
346,2025-03-15 18:59,2025-03-15 18:59:00,0 days 00:02:00,2025-03-15,18:59:00,3
347,2025-03-15 19:02,2025-03-15 19:02:00,0 days 00:03:00,2025-03-15,19:02:00,3
348,2025-03-15 19:04,2025-03-15 19:04:00,0 days 00:02:00,2025-03-15,19:04:00,3
349,2025-03-15 19:07,2025-03-15 19:07:00,0 days 00:03:00,2025-03-15,19:07:00,3
350,2025-03-15 19:10,2025-03-15 19:10:00,0 days 00:03:00,2025-03-15,19:10:00,3
351,2025-03-15 19:12,2025-03-15 19:12:00,0 days 00:02:00,2025-03-15,19:12:00,3
352,2025-03-15 19:14,2025-03-15 19:14:00,0 days 00:02:00,2025-03-15,19:14:00,3
353,2025-03-15 19:17,2025-03-15 19:17:00,0 days 00:03:00,2025-03-15,19:17:00,3
354,2025-03-15 19:20,2025-03-15 19:20:00,0 days 00:03:00,2025-03-15,19:20:00,3
355,2025-03-15 19:23,2025-03-15 19:23:00,0 days 00:03:00,2025-03-15,19:23:00,3
356,2025-03-15 19:26,2025-03-15 19:26:00,0 days 00:03:00,2025-03-15,19:26:00,3
357,2025-03-15 19:29,2025-03-15 19:29:00,0 days 00:03:00,2025-03-15,19:29:00,3
358,2025-03-15 19:32,2025-03-15 19:32:00,0 days 00:03:00,2025-03-15,19:32:00,3
359,2025-03-15 19:35,2025-03-15 19:35:00,0 days 00:03:00,2025-03-15,19:35:00,3
360,2025-03-15 19:38,2025-03-15 19:38:00,0 days 00:03:00,2025-03-15,19:38:00,3
361,2025-03-15 19:38,2025-03-15 19:38:00,0 days 00:00:00,2025-03-15,19:38:00,3
362,2025-03-15 19:41,2025-03-15 19:41:00,0 days 00:03:00,2025-03-15,19:41:00,3
363,2025-03-15 19:45,2025-03-15 19:45:00,0 days 00:04:00,2025-03-15,19:45:00,3
364,2025-03-15 19:46,2025-03-15 19:46:00,0 days 00:01:00,2025-03-15,19:46:00,3
365,2025-03-15 19:49,2025-03-15 19:49:00,0 days 00:03:00,2025-03-15,19:49:00,3
366,2025-03-15 19:58,2025-03-15 19:58:00,0 days 00:09:00,2025-03-15,19:58:00,3
367,2025-03-15 20:00,2025-03-15 20:00:00,0 days 00:02:00,2025-03-15,20:00:00,3
368,2025-03-15 20:02,2025-03-15 20:02:00,0 days 00:02:00,2025-03-15,20:02:00,3
369,2025-03-15 20:06,2025-03-15 20:06:00,0 days 00:04:00,2025-03-15,20:06:00,3
370,2025-03-15 20:09,2025-03-15 20:09:00,0 days 00:03:00,2025-03-15,20:09:00,3
371,2025-03-15 20:11,2025-03-15 20:11:00,0 days 00:02:00,2025-03-15,20:11:00,3
372,2025-03-15 20:12,2025-03-15 20:12:00,0 days 00:01:00,2025-03-15,20:12:00,3
373,2025-03-15 20:15,2025-03-15 20:15:00,0 days 00:03:00,2025-03-15,20:15:00,3
374,2025-03-15 20:18,2025-03-15 20:18:00,0 days 00:03:00,2025-03-15,20:18:00,3
375,2025-03-15 20:18,2025-03-15 20:18:00,0 days 00:00:00,2025-03-15,20:18:00,3
376,2025-03-15 20:21,2025-03-15 20:21:00,0 days 00:03:00,2025-03-15,20:21:00,3
377,2025-03-15 20:22,2025-03-15 20:22:00,0 days 00:01:00,2025-03-15,20:22:00,3
378,2025-03-15 20:23,2025-03-15 20:23:00,0 days 00:01:00,2025-03-15,20:23:00,3
379,2025-03-15 20:23,2025-03-15 20:23:00,0 days 00:00:00,2025-03-15,20:23:00,3
386,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:03:00,2025-03-15,20:26:00,3
385,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
384,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
381,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
382,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
383,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
380,2025-03-15 20:26,2025-03-15 20:26:00,0 days 00:00:00,2025-03-15,20:26:00,3
387,2025-03-15 20:28,2025-03-15 20:28:00,0 days 00:02:00,2025-03-15,20:28:00,3
388,2025-03-15 20:28,2025-03-15 20:28:00,0 days 00:00:00,2025-03-15,20:28:00,3
389,2025-03-15 20:31,2025-03-15 20:31:00,0 days 00:03:00,2025-03-15,20:31:00,3
390,2025-03-15 20:31,2025-03-15 20:31:00,0 days 00:00:00,2025-03-15,20:31:00,3
392,2025-03-15 20:35,2025-03-15 20:35:00,0 days 00:04:00,2025-03-15,20:35:00,3
393,2025-03-15 20:35,2025-03-15 20:35:00,0 days 00:00:00,2025-03-15,20:35:00,3
391,2025-03-15 20:35,2025-03-15 20:35:00,0 days 00:00:00,2025-03-15,20:35:00,3
401,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:01:00,2025-03-15,20:36:00,3
394,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
395,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
396,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
397,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
398,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
399,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
400,2025-03-15 20:36,2025-03-15 20:36:00,0 days 00:00:00,2025-03-15,20:36:00,3
403,2025-03-15 20:37,2025-03-15 20:37:00,0 days 00:01:00,2025-03-15,20:37:00,3
404,2025-03-15 20:37,2025-03-15 20:37:00,0 days 00:00:00,2025-03-15,20:37:00,3
402,2025-03-15 20:37,2025-03-15 20:37:00,0 days 00:00:00,2025-03-15,20:37:00,3
405,2025-03-15 20:40,2025-03-15 20:40:00,0 days 00:03:00,2025-03-15,20:40:00,3
406,2025-03-15 20:44,2025-03-15 20:44:00,0 days 00:04:00,2025-03-15,20:44:00,3
407,2025-03-15 20:48,2025-03-15 20:48:00,0 days 00:04:00,2025-03-15,20:48:00,3
408,2025-03-15 20:51,2025-03-15 20:51:00,0 days 00:03:00,2025-03-15,20:51:00,3
409,2025-03-15 20:53,2025-03-15 20:53:00,0 days 00:02:00,2025-03-15,20:53:00,3
410,2025-03-15 20:57,2025-03-15 20:57:00,0 days 00:04:00,2025-03-15,20:57:00,3
411,2025-03-15 21:00,2025-03-15 21:00:00,0 days 00:03:00,2025-03-15,21:00:00,3
412,2025-03-15 21:02,2025-03-15 21:02:00,0 days 00:02:00,2025-03-15,21:02:00,3
413,2025-03-15 21:04,2025-03-15 21:04:00,0 days 00:02:00,2025-03-15,21:04:00,3
414,2025-03-15 21:08,2025-03-15 21:08:00,0 days 00:04:00,2025-03-15,21:08:00,3
415,2025-03-15 21:10,2025-03-15 21:10:00,0 days 00:02:00,2025-03-15,21:10:00,3
416,2025-03-15 21:12,2025-03-15 21:12:00,0 days 00:02:00,2025-03-15,21:12:00,3
417,2025-03-15 21:16,2025-03-15 21:16:00,0 days 00:04:00,2025-03-15,21:16:00,3
418,2025-03-15 21:18,2025-03-15 21:18:00,0 days 00:02:00,2025-03-15,21:18:00,3
419,2025-03-15 21:20,2025-03-15 21:20:00,0 days 00:02:00,2025-03-15,21:20:00,3
420,2025-03-15 21:22,2025-03-15 21:22:00,0 days 00:02:00,2025-03-15,21:22:00,3
421,2025-03-15 21:26,2025-03-15 21:26:00,0 days 00:04:00,2025-03-15,21:26:00,3
422,2025-03-15 21:29,2025-03-15 21:29:00,0 days 00:03:00,2025-03-15,21:29:00,3
423,2025-03-15 21:31,2025-03-15 21:31:00,0 days 00:02:00,2025-03-15,21:31:00,3
424,2025-03-15 21:32,2025-03-15 21:32:00,0 days 00:01:00,2025-03-15,21:32:00,3
425,2025-03-15 21:35,2025-03-15 21:35:00,0 days 00:03:00,2025-03-15,21:35:00,3
426,2025-03-15 21:37,2025-03-15 21:37:00,0 days 00:02:00,2025-03-15,21:37:00,3
427,2025-03-15 21:40,2025-03-15 21:40:00,0 days 00:03:00,2025-03-15,21:40:00,3
428,2025-03-15 21:40,2025-03-15 21:40:00,0 days 00:00:00,2025-03-15,21:40:00,3
429,2025-03-15 21:40,2025-03-15 21:40:00,0 days 00:00:00,2025-03-15,21:40:00,3
430,2025-03-15 21:40,2025-03-15 21:40:00,0 days 00:00:00,2025-03-15,21:40:00,3
431,2025-03-15 21:43,2025-03-15 21:43:00,0 days 00:03:00,2025-03-15,21:43:00,3
432,2025-03-15 21:43,2025-03-15 21:43:00,0 days 00:00:00,2025-03-15,21:43:00,3
433,2025-03-15 21:44,2025-03-15 21:44:00,0 days 00:01:00,2025-03-15,21:44:00,3
434,2025-03-15 21:44,2025-03-15 21:44:00,0 days 00:00:00,2025-03-15,21:44:00,3
435,2025-03-15 21:48,2025-03-15 21:48:00,0 days 00:04:00,2025-03-15,21:48:00,3
436,2025-03-15 21:52,2025-03-15 21:52:00,0 days 00:04:00,2025-03-15,21:52:00,3
437,2025-03-15 21:56,2025-03-15 21:56:00,0 days 00:04:00,2025-03-15,21:56:00,3
438,2025-03-15 21:59,2025-03-15 21:59:00,0 days 00:03:00,2025-03-15,21:59:00,3
439,2025-03-15 22:02,2025-03-15 22:02:00,0 days 00:03:00,2025-03-15,22:02:00,3
440,2025-03-16 17:52,2025-03-16 17:52:00,0 days 19:50:00,2025-03-16,17:52:00,3
441,2025-03-16 17:54,2025-03-16 17:54:00,0 days 00:02:00,2025-03-16,17:54:00,3
442,2025-03-16 22:21,2025-03-16 22:21:00,0 days 04:27:00,2025-03-16,22:21:00,3
443,2025-03-16 22:21,2025-03-16 22:21:00,0 days 00:00:00,2025-03-16,22:21:00,3
444,2025-03-16 22:25,2025-03-16 22:25:00,0 days 00:04:00,2025-03-16,22:25:00,3
445,2025-03-16 22:28,2025-03-16 22:28:00,0 days 00:03:00,2025-03-16,22:28:00,3
446,2025-03-16 22:32,2025-03-16 22:32:00,0 days 00:04:00,2025-03-16,22:32:00,3
447,2025-03-16 22:35,2025-03-16 22:35:00,0 days 00:03:00,2025-03-16,22:35:00,3
448,2025-03-16 22:40,2025-03-16 22:40:00,0 days 00:05:00,2025-03-16,22:40:00,3
449,2025-03-16 22:43,2025-03-16 22:43:00,0 days 00:03:00,2025-03-16,22:43:00,3
450,2025-03-16 22:45,2025-03-16 22:45:00,0 days 00:02:00,2025-03-16,22:45:00,3
451,2025-03-16 22:47,2025-03-16 22:47:00,0 days 00:02:00,2025-03-16,22:47:00,3
452,2025-03-17 02:32,2025-03-17 02:32:00,0 days 03:45:00,2025-03-17,02:32:00,3
453,2025-03-17 02:32,2025-03-17 02:32:00,0 days 00:00:00,2025-03-17,02:32:00,3
454,2025-03-17 02:32,2025-03-17 02:32:00,0 days 00:00:00,2025-03-17,02:32:00,3
455,2025-03-17 02:35,2025-03-17 02:35:00,0 days 00:03:00,2025-03-17,02:35:00,3
456,2025-03-17 02:35,2025-03-17 02:35:00,0 days 00:00:00,2025-03-17,02:35:00,3
457,2025-03-17 02:42,2025-03-17 02:42:00,0 days 00:07:00,2025-03-17,02:42:00,3
458,2025-03-17 02:42,2025-03-17 02:42:00,0 days 00:00:00,2025-03-17,02:42:00,3
459,2025-03-17 02:44,2025-03-17 02:44:00,0 days 00:02:00,2025-03-17,02:44:00,3
460,2025-03-17 02:48,2025-03-17 02:48:00,0 days 00:04:00,2025-03-17,02:48:00,3
461,2025-03-17 02:52,2025-03-17 02:52:00,0 days 00:04:00,2025-03-17,02:52:00,3
462,2025-03-17 02:53,2025-03-17 02:53:00,0 days 00:01:00,2025-03-17,02:53:00,3
463,2025-03-17 02:56,2025-03-17 02:56:00,0 days 00:03:00,2025-03-17,02:56:00,3
464,2025-03-17 03:00,2025-03-17 03:00:00,0 days 00:04:00,2025-03-17,03:00:00,3
465,2025-03-17 03:00,2025-03-17 03:00:00,0 days 00:00:00,2025-03-17,03:00:00,3
466,2025-03-17 03:00,2025-03-17 03:00:00,0 days 00:00:00,2025-03-17,03:00:00,3
467,2025-03-17 03:01,2025-03-17 03:01:00,0 days 00:01:00,2025-03-17,03:01:00,3
468,2025-03-17 03:01,2025-03-17 03:01:00,0 days 00:00:00,2025-03-17,03:01:00,3
469,2025-03-17 03:01,2025-03-17 03:01:00,0 days 00:00:00,2025-03-17,03:01:00,3
470,2025-03-17 03:01,2025-03-17 03:01:00,0 days 00:00:00,2025-03-17,03:01:00,3
471,2025-03-17 03:04,2025-03-17 03:04:00,0 days 00:03:00,2025-03-17,03:04:00,3
472,2025-03-17 03:06,2025-03-17 03:06:00,0 days 00:02:00,2025-03-17,03:06:00,3
473,2025-03-17 03:06,2025-03-17 03:06:00,0 days 00:00:00,2025-03-17,03:06:00,3
474,2025-03-17 03:08,2025-03-17 03:08:00,0 days 00:02:00,2025-03-17,03:08:00,3
475,2025-03-17 03:08,2025-03-17 03:08:00,0 days 00:00:00,2025-03-17,03:08:00,3
476,2025-03-17 03:08,2025-03-17 03:08:00,0 days 00:00:00,2025-03-17,03:08:00,3
477,2025-03-17 03:08,2025-03-17 03:08:00,0 days 00:00:00,2025-03-17,03:08:00,3
478,2025-03-17 03:11,2025-03-17 03:11:00,0 days 00:03:00,2025-03-17,03:11:00,3
479,2025-03-17 03:18,2025-03-17 03:18:00,0 days 00:07:00,2025-03-17,03:18:00,3
480,2025-03-17 04:25,2025-03-17 04:25:00,0 days 01:07:00,2025-03-17,04:25:00,3
481,2025-03-17 04:30,2025-03-17 04:30:00,0 days 00:05:00,2025-03-17,04:30:00,3
490,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:01:00,2025-03-17,04:31:00,3
489,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
488,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
487,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
482,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
485,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
484,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
483,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
486,2025-03-17 04:31,2025-03-17 04:31:00,0 days 00:00:00,2025-03-17,04:31:00,3
492,2025-03-17 07:13,2025-03-17 07:13:00,0 days 02:42:00,2025-03-17,07:13:00,3
491,2025-03-17 07:13,2025-03-17 07:13:00,0 days 00:00:00,2025-03-17,07:13:00,3
493,2025-03-17 07:15,2025-03-17 07:15:00,0 days 00:02:00,2025-03-17,07:15:00,3
494,2025-03-17 07:20,2025-03-17 07:20:00,0 days 00:05:00,2025-03-17,07:20:00,3
495,2025-03-17 07:23,2025-03-17 07:23:00,0 days 00:03:00,2025-03-17,07:23:00,3
496,2025-03-17 07:27,2025-03-17 07:27:00,0 days 00:04:00,2025-03-17,07:27:00,3
497,2025-03-17 07:28,2025-03-17 07:28:00,0 days 00:01:00,2025-03-17,07:28:00,3
498,2025-03-17 07:28,2025-03-17 07:28:00,0 days 00:00:00,2025-03-17,07:28:00,3
502,2025-03-17 07:31,2025-03-17 07:31:00,0 days 00:03:00,2025-03-17,07:31:00,3
501,2025-03-17 07:31,2025-03-17 07:31:00,0 days 00:00:00,2025-03-17,07:31:00,3
503,2025-03-17 07:31,2025-03-17 07:31:00,0 days 00:00:00,2025-03-17,07:31:00,3
499,2025-03-17 07:31,2025-03-17 07:31:00,0 days 00:00:00,2025-03-17,07:31:00,3
500,2025-03-17 07:31,2025-03-17 07:31:00,0 days 00:00:00,2025-03-17,07:31:00,3
504,2025-03-17 07:35,2025-03-17 07:35:00,0 days 00:04:00,2025-03-17,07:35:00,3
505,2025-03-17 07:38,2025-03-17 07:38:00,0 days 00:03:00,2025-03-17,07:38:00,3
506,2025-03-17 09:12,2025-03-17 09:12:00,0 days 01:34:00,2025-03-17,09:12:00,3
507,2025-03-17 18:22,2025-03-17 18:22:00,0 days 09:10:00,2025-03-17,18:22:00,3
508,2025-03-17 18:22,2025-03-17 18:22:00,0 days 00:00:00,2025-03-17,18:22:00,3
509,2025-03-17 18:27,2025-03-17 18:27:00,0 days 00:05:00,2025-03-17,18:27:00,3
510,2025-03-17 18:28,2025-03-17 18:28:00,0 days 00:01:00,2025-03-17,18:28:00,3
515,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:02:00,2025-03-17,18:30:00,3
514,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:00:00,2025-03-17,18:30:00,3
516,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:00:00,2025-03-17,18:30:00,3
512,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:00:00,2025-03-17,18:30:00,3
511,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:00:00,2025-03-17,18:30:00,3
513,2025-03-17 18:30,2025-03-17 18:30:00,0 days 00:00:00,2025-03-17,18:30:00,3
517,2025-03-17 18:34,2025-03-17 18:34:00,0 days 00:04:00,2025-03-17,18:34:00,3
518,2025-03-17 18:37,2025-03-17 18:37:00,0 days 00:03:00,2025-03-17,18:37:00,3
519,2025-03-17 18:40,2025-03-17 18:40:00,0 days 00:03:00,2025-03-17,18:40:00,3
520,2025-03-17 18:42,2025-03-17 18:42:00,0 days 00:02:00,2025-03-17,18:42:00,3
521,2025-03-17 18:46,2025-03-17 18:46:00,0 days 00:04:00,2025-03-17,18:46:00,3
522,2025-03-17 19:59,2025-03-17 19:59:00,0 days 01:13:00,2025-03-17,19:59:00,3
523,2025-03-17 20:04,2025-03-17 20:04:00,0 days 00:05:00,2025-03-17,20:04:00,3
524,2025-03-17 20:06,2025-03-17 20:06:00,0 days 00:02:00,2025-03-17,20:06:00,3
525,2025-03-17 20:09,2025-03-17 20:09:00,0 days 00:03:00,2025-03-17,20:09:00,3
526,2025-03-17 20:10,2025-03-17 20:10:00,0 days 00:01:00,2025-03-17,20:10:00,3
527,2025-03-17 23:17,2025-03-17 23:17:00,0 days 03:07:00,2025-03-17,23:17:00,3
528,2025-03-17 23:17,2025-03-17 23:17:00,0 days 00:00:00,2025-03-17,23:17:00,3
529,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:02:00,2025-03-17,23:19:00,3
530,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
531,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
532,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
533,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
534,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
535,2025-03-17 23:19,2025-03-17 23:19:00,0 days 00:00:00,2025-03-17,23:19:00,3
536,2025-03-17 23:20,2025-03-17 23:20:00,0 days 00:01:00,2025-03-17,23:20:00,3
537,2025-03-17 23:21,2025-03-17 23:21:00,0 days 00:01:00,2025-03-17,23:21:00,3
538,2025-03-17 23:22,2025-03-17 23:22:00,0 days 00:01:00,2025-03-17,23:22:00,3
539,2025-03-17 23:23,2025-03-17 23:23:00,0 days 00:01:00,2025-03-17,23:23:00,3
540,2025-03-18 00:04,2025-03-18 00:04:00,0 days 00:41:00,2025-03-18,00:04:00,3
541,2025-03-18 00:04,2025-03-18 00:04:00,0 days 00:00:00,2025-03-18,00:04:00,3
542,2025-03-18 00:07,2025-03-18 00:07:00,0 days 00:03:00,2025-03-18,00:07:00,3
543,2025-03-18 00:07,2025-03-18 00:07:00,0 days 00:00:00,2025-03-18,00:07:00,3
544,2025-03-18 00:07,2025-03-18 00:07:00,0 days 00:00:00,2025-03-18,00:07:00,3
545,2025-03-18 00:07,2025-03-18 00:07:00,0 days 00:00:00,2025-03-18,00:07:00,3
